rowid,legislator_id,type,state,start,end,class,party,district,how,party_affiliations,url,caucus,address,phone,fax,contact_form,office,state_rank,rss_url,end-type
752,S000598,rep,SC,1805-12-02,1807-03-03,,Republican,4,,,,,,,,,,,,
753,S000698,rep,GA,1805-12-02,1807-03-03,,Republican,-1,,,,,,,,,,,,
754,S000805,sen,RI,1790-01-01,1793-03-03,2,Anti-Administration,,,,,,,,,,,,,
755,S000805,rep,RI,1801-12-07,1803-03-03,,Republican,-1,,,,,,,,,,,,
756,S000805,rep,RI,1803-10-17,1805-03-03,,Republican,-1,,,,,,,,,,,,
757,S000805,rep,RI,1805-12-02,1807-03-03,,Republican,-1,,,,,,,,,,,,
758,S001073,rep,SC,1789-03-04,1791-03-03,,,4,,,,,,,,,,,,
759,S001073,rep,SC,1791-10-24,1793-03-03,,,4,,,,,,,,,,,,
760,S001073,rep,SC,1797-05-15,1799-03-03,,Republican,4,,,,,,,,,,,,
761,S001073,rep,SC,1799-12-02,1801-03-03,,Republican,4,,,,,,,,,,,,
762,S001073,rep,SC,1801-12-07,1801-12-15,,Republican,4,,,,,,,,,,,,
763,S001073,sen,SC,1801-12-15,1805-03-03,2,Republican,,,,,,,,,,,,,
764,S001073,sen,SC,1805-12-02,1810-12-16,2,Republican,,,,,,,,,,,,,
765,T000127,rep,NH,1799-12-02,1801-03-03,,Federalist,-1,,,,,,,,,,,,
766,T000127,rep,NH,1801-12-07,1803-03-03,,Federalist,-1,,,,,,,,,,,,
767,T000127,rep,NH,1803-10-17,1805-03-03,,Federalist,-1,,,,,,,,,,,,
768,T000127,rep,NH,1805-12-02,1807-03-03,,Federalist,-1,,,,,,,,,,,,
769,T000213,rep,VA,1801-12-07,1803-03-03,,Republican,18,,,,,,,,,,,,
770,T000213,rep,VA,1803-10-17,1805-03-03,,Republican,9,,,,,,,,,,,,
771,T000213,rep,VA,1805-12-02,1807-03-03,,Republican,9,,,,,,,,,,,,
772,T000249,sen,KY,1805-12-02,1809-12-31,2,Republican,,,,,,,,,,,,,
773,W000014,rep,MA,1793-12-02,1795-03-03,,Federalist,4,,,,,,,,,,,,
774,W000014,rep,MA,1795-12-07,1797-03-03,,Federalist,13,,,,,,,,,,,,
775,W000014,rep,MA,1797-05-15,1799-03-03,,Federalist,13,,,,,,,,,,,,
776,W000014,rep,MA,1799-12-02,1801-03-03,,Federalist,13,,,,,,,,,,,,
777,W000014,rep,MA,1801-12-07,1803-03-03,,Federalist,13,,,,,,,,,,,,
778,W000014,rep,MA,1803-10-17,1805-03-03,,Federalist,15,,,,,,,,,,,,
779,W000014,rep,MA,1805-12-02,1807-03-03,,Federalist,15,,,,,,,,,,,,
780,W000116,rep,KY,1803-10-17,1805-03-03,,Republican,3,,,,,,,,,,,,
781,W000116,rep,KY,1805-12-02,1807-03-03,,Republican,3,,,,,,,,,,,,
782,W000403,rep,PA,1803-10-17,1805-03-03,,Republican,3,,,,,,,,,,,,
783,W000403,rep,PA,1805-12-02,1807-03-03,,Republican,3,,,,,,,,,,,,
784,W000440,rep,NY,1805-12-02,1807-03-03,,Republican,1,,,,,,,,,,,,
785,W000531,rep,NY,1805-12-02,1807-03-03,,Republican,15,,,,,,,,,,,,
786,W000642,rep,NC,1793-12-02,1795-03-03,,Republican,3,,,,,,,,,,,,
787,W000642,rep,NC,1803-10-17,1805-03-03,,Republican,12,,,,,,,,,,,,
788,W000642,rep,NC,1805-12-02,1807-03-03,,Republican,12,,,,,,,,,,,,
789,W000786,rep,NC,1801-12-07,1803-03-03,,Republican,8,,,,,,,,,,,,
790,W000786,rep,NC,1803-10-17,1805-03-03,,Republican,1,,,,,,,,,,,,
791,W000786,rep,NC,1805-12-02,1807-03-03,,Republican,1,,,,,,,,,,,,
792,M000712,rep,GA,1792-11-22,1793-03-03,,,1,,,,,,,,,,,,
793,M000712,rep,GA,1795-12-07,1797-03-03,,Republican,0,,,,,,,,,,,,
794,M000712,rep,GA,1797-05-15,1799-03-03,,Republican,0,,,,,,,,,,,,
795,M000712,rep,GA,1801-12-07,1803-03-03,,Republican,0,,,,,,,,,,,,
796,M000712,sen,GA,1806-06-19,1807-03-03,3,Republican,,,,,,,,,,,,,
797,M000712,sen,GA,1807-10-26,1809-11-14,3,Republican,,,,,,,,,,,,,
798,A000092,rep,NC,1806-02-24,1807-03-03,,Republican,10,,,,,,,,,,,,
799,A000092,rep,NC,1807-10-26,1809-03-03,,Republican,10,,,,,,,,,,,,
800,B000144,rep,MA,1805-12-02,1807-03-03,,Republican,7,,,,,,,,,,,,
801,B000144,rep,MA,1807-10-26,1809-03-03,,Republican,7,,,,,,,,,,,,
802,B000446,rep,MA,1805-12-02,1807-03-03,,Republican,12,,,,,,,,,,,,
803,B000446,rep,MA,1807-10-26,1809-03-03,,Republican,-1,,,,,,,,,,,,
804,B000533,rep,NY,1805-12-02,1807-03-03,,Republican,5,,,,,,,,,,,,
805,B000533,rep,NY,1807-10-26,1809-03-03,,Republican,5,,,,,,,,,,,,
806,B000729,rep,KY,1803-10-17,1805-03-03,,Republican,2,,,,,,,,,,,,
807,B000729,rep,KY,1805-12-02,1807-03-03,,Republican,2,,,,,,,,,,,,
808,B000729,rep,KY,1807-10-26,1809-03-03,,Republican,2,,,,,,,,,,,,
809,B000745,sen,VT,1791-10-24,1795-03-03,3,,,,,,,,,,,,,,
810,B000745,sen,VT,1801-12-07,1807-03-03,3,Republican,,,,,,,,,,,,,
811,B000745,sen,VT,1807-10-26,1813-03-03,3,Republican,,,,,,,,,,,,,
812,B000888,rep,DE,1805-12-02,1807-03-03,,Federalist,0,,,,,,,,,,,,
813,B000888,rep,DE,1807-10-26,1809-03-03,,Federalist,0,,,,,,,,,,,,
814,C000148,rep,NH,1807-10-26,1809-03-03,,Republican,-1,,,,,,,,,,,,
815,C000403,rep,VA,1805-12-02,1807-03-03,,Republican,17,,,,,,,,,,,,
816,C000403,rep,VA,1807-10-26,1809-03-03,,Republican,17,,,,,,,,,,,,
817,C000426,rep,OL,1805-12-02,1807-03-03,,,-1,,,,,,,,,,,,
818,C000426,rep,OL,1807-10-26,1809-03-03,,,-1,,,,,,,,,,,,
819,C000486,rep,PA,1803-10-17,1805-03-03,,Republican,1,,,,,,,,,,,,
820,C000486,rep,PA,1805-12-02,1807-03-03,,Republican,1,,,,,,,,,,,,
821,C000486,rep,PA,1807-10-26,1809-03-03,,Republican,1,,,,,,,,,,,,
822,C000526,rep,NY,1803-10-17,1805-03-03,,Republican,3,,,,,,,,,,,,
823,C000526,rep,NY,1805-12-02,1807-03-03,,Republican,2,,,,,,,,,,,,
824,C000526,rep,NY,1807-10-26,1809-03-03,,Republican,2,,,,,,,,,,,,
825,C000947,rep,MA,1803-10-17,1805-03-03,,Republican,2,,,,,,,,,,,,
826,C000947,rep,MA,1805-12-02,1807-03-03,,Republican,2,,,,,,,,,,,,
827,C000947,rep,MA,1807-10-26,1809-03-03,,Republican,2,,,,,,,,,,,,
828,D000047,rep,NJ,1805-12-02,1807-03-03,,Republican,-1,,,,,,,,,,,,
829,D000047,rep,NJ,1807-10-26,1809-03-03,,Republican,-1,,,,,,,,,,,,
830,D000173,rep,MA,1807-10-26,1809-03-03,,Republican,9,,,,,,,,,,,,
831,D000565,rep,NH,1807-10-26,1809-03-03,,Republican,-1,,,,,,,,,,,,
832,E000122,rep,VT,1803-10-17,1805-03-03,,Federalist,2,,,,,,,,,,,,
833,E000122,rep,VT,1805-12-02,1807-03-03,,Federalist,2,,,,,,,,,,,,
834,E000122,rep,VT,1807-10-26,1809-03-03,,Federalist,2,,,,,,,,,,,,
835,F000344,rep,NC,1795-12-07,1797-03-03,,Republican,3,,,,,,,,,,,,
836,F000344,sen,NC,1799-12-02,1805-03-03,2,Republican,,,,,,,,,,,,,
837,F000344,sen,NC,1807-10-26,1813-03-03,3,Republican,,,,,,,,,,,,,
838,G000052,rep,NH,1807-10-26,1809-03-03,,Republican,-1,,,,,,,,,,,,
839,G000075,rep,VA,1805-12-02,1807-03-03,,Republican,11,,,,,,,,,,,,
840,G000075,rep,VA,1807-10-26,1809-03-03,,Republican,11,,,,,,,,,,,,
841,G000293,rep,CT,1795-12-07,1797-03-03,,Federalist,-1,,,,,,,,,,,,
842,G000293,rep,CT,1797-05-15,1799-03-03,,Federalist,-1,,,,,,,,,,,,
843,G000293,rep,CT,1799-12-02,1801-03-03,,Federalist,-1,,,,,,,,,,,,
844,G000293,sen,CT,1807-10-26,1813-03-03,3,Federalist,,,,,,,,,,,,,
845,G000442,rep,PA,1791-10-24,1793-03-03,,Democratic Republican,6,,,,,,,,,,,,
846,G000442,rep,PA,1793-12-02,1795-03-03,,Democratic Republican,-1,,,,,,,,,,,,
847,G000442,rep,PA,1795-12-07,1797-03-03,,Republican,9,,,,,,,,,,,,
848,G000442,rep,PA,1797-05-15,1799-03-03,,Republican,9,,,,,,,,,,,,
849,G000442,rep,PA,1799-12-02,1801-03-03,,Republican,9,,,,,,,,,,,,
850,G000442,rep,PA,1801-12-07,1803-03-03,,Republican,9,,,,,,,,,,,,
851,G000442,rep,PA,1803-10-17,1805-03-03,,Republican,5,,,,,,,,,,,,
852,G000442,rep,PA,1805-12-02,1807-03-03,,Republican,5,,,,,,,,,,,,
853,G000442,sen,PA,1807-10-26,1813-03-03,3,Republican,,,,,,,,,,,,,
854,H000245,rep,NY,1807-10-26,1809-03-03,,Republican,17,,,,,,,,,,,,
855,H000573,rep,PA,1807-10-26,1809-03-03,,Republican,3,,,,,,,,,,,,
856,H000699,rep,PA,1801-12-07,1803-03-03,,Republican,12,,,,,,,,,,,,
857,H000699,rep,PA,1803-10-17,1805-03-03,,Republican,10,,,,,,,,,,,,
858,H000699,rep,PA,1807-10-26,1809-03-03,,Republican,10,,,,,,,,,,,,
859,H000957,rep,NY,1807-10-26,1809-03-03,,Republican,16,,,,,,,,,,,,
860,I000009,rep,MA,1807-10-26,1809-03-03,,Republican,15,,,,,,,,,,,,
861,J000220,sen,GA,1807-10-26,1807-12-31,2,Republican,,,,,,,,,,,,,
862,K000073,rep,PA,1805-12-02,1807-03-03,,Federalist,6,,,,,,,,,,,,
863,K000073,rep,PA,1807-10-26,1809-03-03,,Federalist,6,,,,,,,,,,,,
864,K000239,rep,NY,1807-10-26,1809-03-03,,Republican,15,,,,,,,,,,,,
865,K000286,rep,RI,1803-10-17,1805-03-03,,Republican,-1,,,,,,,,,,,,
866,K000286,rep,RI,1805-12-02,1807-03-03,,Republican,-1,,,,,,,,,,,,
867,K000286,rep,RI,1807-10-26,1809-03-03,,Republican,-1,,,,,,,,,,,,
868,M000232,rep,NY,1805-12-02,1807-03-03,,Republican,10,,,,,,,,,,,,
869,M000232,rep,NY,1807-10-26,1809-03-03,,Republican,10,,,,,,,,,,,,
870,M000240,sen,RI,1807-10-26,1811-03-03,2,Republican,,,,,,,,,,,,,
871,M000387,rep,MD,1803-10-17,1805-03-03,,Republican,5,,,,,,,,,,,,
872,M000387,rep,MD,1805-12-02,1807-03-03,,Republican,5,,,,,,,,,,,,
873,M000387,rep,MD,1807-10-26,1809-03-03,,Republican,5,,,,,,,,,,,,
874,M000864,rep,PA,1807-10-26,1809-03-03,,Republican,5,,,,,,,,,,,,
875,M001005,rep,VA,1805-12-02,1807-03-03,,Republican,2,,,,,,,,,,,,
876,M001005,rep,VA,1807-10-26,1809-03-03,,Republican,2,,,,,,,,,,,,
877,P000052,rep,IN,1805-12-02,1807-03-03,,,-1,,,,,,,,,,,,
878,P000052,rep,IN,1807-10-26,1809-03-03,,,-1,,,,,,,,,,,,
879,P000067,sen,NH,1807-10-26,1811-03-03,3,Republican,,,,,,,,,,,,,
880,P000562,rep,PA,1805-12-02,1807-03-03,,Republican,2,,,,,,,,,,,,
881,P000562,rep,PA,1807-10-26,1809-03-03,,Republican,2,,,,,,,,,,,,
882,R000212,rep,PA,1803-10-17,1805-03-03,,Republican,1,,,,,,,,,,,,
883,R000212,rep,PA,1805-12-02,1807-03-03,,Republican,1,,,,,,,,,,,,
884,R000212,rep,PA,1807-10-26,1809-03-03,,Republican,1,,,,,,,,,,,,
885,R000257,rep,NY,1803-10-17,1805-03-03,,Republican,1,,,,,,,,,,,,
886,R000257,rep,NY,1807-10-26,1809-03-03,,Republican,1,,,,,,,,,,,,
887,R000529,rep,NY,1805-12-02,1807-03-03,,Republican,14,,,,,,,,,,,,
888,R000529,rep,NY,1807-10-26,1809-03-03,,Republican,14,,,,,,,,,,,,
889,S000493,rep,NJ,1803-10-17,1805-03-03,,Republican,-1,,,,,,,,,,,,
890,S000493,rep,NJ,1805-12-02,1807-03-03,,Republican,-1,,,,,,,,,,,,
891,S000493,rep,NJ,1807-10-26,1809-03-03,,Republican,-1,,,,,,,,,,,,
892,S000562,rep,NH,1807-10-26,1809-03-03,,Republican,-1,,,,,,,,,,,,
893,S000566,rep,NY,1799-12-02,1801-03-03,,Republican,1,,,,,,,,,,,,
894,S000566,rep,NY,1801-12-07,1803-03-03,,Republican,1,,,,,,,,,,,,
895,S000566,sen,NY,1804-01-01,1807-03-03,3,Republican,,,,,,,,,,,,,
896,S000566,sen,NY,1807-10-26,1813-03-03,3,Republican,,,,,,,,,,,,,
897,S000978,rep,MA,1807-10-26,1809-03-03,,Republican,2,,,,,,,,,,,,
898,S001096,rep,NY,1807-10-26,1809-03-03,,Republican,13,,,,,,,,,,,,
899,T000163,rep,NY,1801-12-07,1803-03-03,,Republican,7,,,,,,,,,,,,
900,T000163,rep,NY,1803-10-17,1805-03-03,,Republican,12,,,,,,,,,,,,
901,T000163,rep,NY,1805-12-02,1807-03-03,,Republican,12,,,,,,,,,,,,
902,T000163,rep,NY,1807-10-26,1809-03-03,,Republican,12,,,,,,,,,,,,
903,T000268,sen,OH,1807-10-26,1809-12-31,3,Republican,,,,,,,,,,,,,
904,T000368,rep,VA,1797-05-15,1799-03-03,,Republican,4,,,,,,,,,,,,
905,T000368,rep,VA,1799-12-02,1801-03-03,,Republican,4,,,,,,,,,,,,
906,T000368,rep,VA,1801-12-07,1803-03-03,,Republican,4,,,,,,,,,,,,
907,T000368,rep,VA,1803-10-17,1805-03-03,,Republican,6,,,,,,,,,,,,
908,T000368,rep,VA,1805-12-02,1807-03-03,,Republican,6,,,,,,,,,,,,
909,T000368,rep,VA,1807-10-26,1809-03-03,,Republican,6,,,,,,,,,,,,
910,V000011,rep,NY,1807-10-26,1809-03-03,,Republican,8,,,,,,,,,,,,
911,V000022,rep,NY,1793-12-02,1795-03-03,,Republican,3,,,,,,,,,,,,
912,V000022,rep,NY,1795-12-07,1797-03-03,,Republican,3,,,,,,,,,,,,
913,V000022,rep,NY,1797-05-15,1799-03-03,,Republican,3,,,,,,,,,,,,
914,V000022,rep,NY,1799-12-02,1801-03-03,,Republican,3,,,,,,,,,,,,
915,V000022,rep,NY,1801-12-07,1803-03-03,,Republican,3,,,,,,,,,,,,
916,V000022,rep,NY,1803-10-17,1805-03-03,,Republican,4,,,,,,,,,,,,
917,V000022,rep,NY,1805-12-02,1807-03-03,,Republican,4,,,,,,,,,,,,
918,V000022,rep,NY,1807-10-26,1809-03-03,,Republican,4,,,,,,,,,,,,
919,V000088,rep,NY,1803-10-17,1805-03-03,,Republican,6,,,,,,,,,,,,
920,V000088,rep,NY,1805-12-02,1807-03-03,,Republican,6,,,,,,,,,,,,
921,V000088,rep,NY,1807-10-26,1809-03-03,,Republican,6,,,,,,,,,,,,
922,W000454,rep,RI,1807-10-26,1809-03-03,,Republican,-1,,,,,,,,,,,,
923,W000529,rep,NC,1803-10-17,1805-03-03,,Republican,9,,,,,,,,,,,,
924,W000529,rep,NC,1805-12-02,1807-03-03,,Republican,9,,,,,,,,,,,,
925,W000529,rep,NC,1807-10-26,1809-03-03,,Republican,9,,,,,,,,,,,,
926,W000568,rep,VA,1803-10-17,1805-03-03,,Republican,5,,,,,,,,,,,,
927,W000568,rep,VA,1805-12-02,1807-03-03,,Republican,5,,,,,,,,,,,,
928,W000568,rep,VA,1807-10-26,1809-03-03,,Republican,5,,,,,,,,,,,,
929,W000606,rep,NY,1807-10-26,1809-03-03,,Republican,12,,,,,,,,,,,,
930,W000657,rep,VT,1807-10-26,1809-03-03,,Republican,1,,,,,,,,,,,,
931,M000633,sen,OH,1808-12-12,1809-03-03,1,Republican,,,,,,,,,,,,,
932,M000633,sen,OH,1809-03-04,1810-12-08,1,Republican,,,,,,,,,,,,,
933,M000043,rep,VA,1789-03-04,1791-03-03,,Republican,5,,,,,,,,,,,,
934,M000043,rep,VA,1791-10-24,1793-03-03,,Republican,5,,,,,,,,,,,,
935,M000043,rep,VA,1793-12-02,1795-03-03,,Republican,15,,,,,,,,,,,,
936,M000043,rep,VA,1795-12-07,1797-03-03,,Republican,15,,,,,,,,,,,,
937,A000136,rep,MA,1809-05-22,1811-03-03,,Federalist,10,,,,,,,,,,,,
938,A000165,rep,SC,1807-10-26,1809-03-03,,Republican,8,,,,,,,,,,,,
939,A000165,rep,SC,1809-05-22,1811-03-03,,Republican,8,,,,,,,,,,,,
940,A000197,sen,TN,1797-05-15,1799-03-03,2,Republican,,,,,,,,,,,,,
941,A000197,sen,TN,1799-12-02,1803-03-03,1,Republican,,,,,,,,,,,,,
942,A000197,sen,TN,1803-10-17,1809-03-03,1,Republican,,,,,,,,,,,,,
943,A000197,sen,TN,1809-05-22,1815-03-03,1,Republican,,,,,,,,,,,,,
944,B000530,rep,NH,1809-05-22,1811-03-03,,Federalist,-1,,,,,,,,,,,,
945,B000802,rep,VA,1795-12-07,1797-03-03,,Republican,17,,,,,,,,,,,,
946,B000802,rep,VA,1797-05-15,1799-03-03,,Republican,17,,,,,,,,,,,,
947,B000802,rep,VA,1801-12-07,1803-03-03,,Republican,17,,,,,,,,,,,,
948,B000802,sen,VA,1809-05-22,1815-03-03,1,Republican,,,,,,,,,,,,,
949,B000928,rep,MD,1809-05-22,1811-03-03,,Republican,7,,,,,,,,,,,,
950,C000045,rep,SC,1807-10-26,1809-03-03,,Republican,6,,,,,,,,,,,,
951,C000045,rep,SC,1809-05-22,1811-03-03,,Republican,6,,,,,,,,,,,,
952,C000076,sen,OH,1809-05-22,1813-03-03,3,Republican,,,,,,,,,,,,,
953,C000091,rep,MD,1801-12-07,1803-03-03,,Federalist,1,,,,,,,,,,,,
954,C000091,rep,MD,1803-10-17,1805-03-03,,Federalist,1,,,,,,,,,,,,
955,C000091,rep,MD,1805-12-02,1807-03-03,,Federalist,1,,,,,,,,,,,,
956,C000091,rep,MD,1807-10-26,1809-03-03,,Federalist,1,,,,,,,,,,,,
957,C000091,rep,MD,1809-05-22,1811-03-03,,Federalist,1,,,,,,,,,,,,
958,C000279,rep,NH,1809-05-22,1811-03-03,,Federalist,-1,,,,,,,,,,,,
959,C000280,rep,VT,1803-10-17,1805-03-03,,Federalist,3,,,,,,,,,,,,
960,C000280,rep,VT,1809-05-22,1811-03-03,,Federalist,3,,,,,,,,,,,,
961,C000289,rep,RI,1797-05-15,1799-03-03,,Federalist,-1,,,,,,,,,,,,
962,C000289,rep,RI,1799-12-02,1801-03-03,,Federalist,-1,,,,,,,,,,,,
963,C000289,sen,RI,1809-05-22,1811-12-31,1,Federalist,,,,,,,,,,,,,
964,C000723,rep,MA,1805-12-02,1807-03-03,,Republican,16,,,,,,,,,,,,
965,C000723,rep,MA,1807-10-26,1809-03-03,,Republican,16,,,,,,,,,,,,
966,C000723,rep,MA,1809-05-22,1811-03-03,,Republican,16,,,,,,,,,,,,
967,C000834,rep,NJ,1809-05-22,1811-03-03,,Republican,-1,,,,,,,,,,,,
968,C000910,rep,KY,1809-05-22,1811-03-03,,Republican,3,,,,,,,,,,,,
969,D000240,rep,NY,1809-05-22,1811-03-03,,,-1,,,,,,,,,,,,
970,G000049,rep,NY,1807-10-26,1809-03-03,,Federalist,7,,,,,,,,,,,,
971,G000049,rep,NY,1809-05-22,1811-03-03,,Federalist,5,,,,,,,,,,,,
972,G000054,rep,MA,1809-05-22,1811-03-03,,Republican,8,,,,,,,,,,,,
973,G000066,rep,VA,1809-05-22,1811-03-03,,Republican,21,,,,,,,,,,,,
974,G000136,sen,NY,1809-05-22,1815-03-03,1,Republican,,,,,,,,,,,,,
975,G000489,sen,OH,1809-05-22,1809-12-31,3,Republican,,,,,,,,,,,,,
976,H000354,rep,NH,1809-05-22,1811-03-03,,Federalist,-1,,,,,,,,,,,,
977,H000464,rep,NJ,1801-12-07,1803-03-03,,Republican,-1,,,,,,,,,,,,
978,H000464,rep,NJ,1803-10-17,1805-03-03,,Republican,-1,,,,,,,,,,,,
979,H000464,rep,NJ,1805-12-02,1807-03-03,,Republican,-1,,,,,,,,,,,,
980,H000464,rep,NJ,1807-10-26,1809-03-03,,Republican,-1,,,,,,,,,,,,
981,H000464,rep,NJ,1809-05-22,1811-03-03,,Republican,-1,,,,,,,,,,,,
982,H000571,rep,PA,1809-05-22,1811-03-03,,Republican,3,,,,,,,,,,,,
983,H000618,rep,CT,1791-10-24,1793-03-03,,,-1,,,,,,,,,,,,
984,H000618,rep,CT,1793-12-02,1795-03-03,,,-1,,,,,,,,,,,,
985,H000618,rep,CT,1795-12-07,1796-05-18,,Federalist,-1,,,,,,,,,,,,
986,H000618,sen,CT,1796-05-18,1797-03-03,1,Federalist,,,,,,,,,,,,,
987,H000618,sen,CT,1797-03-04,1803-03-03,1,Federalist,,,,,,,,,,,,,
988,H000618,sen,CT,1803-03-04,1809-03-03,1,Federalist,,,,,,,,,,,,,
989,H000618,sen,CT,1809-05-22,1810-06-10,1,Federalist,,,,,,,,,,,,,
990,H000718,rep,NC,1795-12-07,1797-03-03,,Republican,1,,,,,,,,,,,,
991,H000718,rep,NC,1801-12-07,1803-03-03,,Republican,1,,,,,,,,,,,,
992,H000718,rep,NC,1803-10-17,1805-03-03,,Republican,11,,,,,,,,,,,,
993,H000718,rep,NC,1805-12-02,1807-03-03,,Republican,11,,,,,,,,,,,,
994,H000718,rep,NC,1807-10-26,1809-03-03,,Republican,11,,,,,,,,,,,,
995,H000718,rep,NC,1809-05-22,1811-03-03,,Republican,11,,,,,,,,,,,,
996,H000834,rep,KY,1807-10-26,1809-03-03,,Republican,5,,,,,,,,,,,,
997,H000834,rep,KY,1809-05-22,1811-03-03,,Republican,5,,,,,,,,,,,,
998,H000886,rep,VT,1809-05-22,1811-03-03,,Federalist,2,,,,,,,,,,,,
999,J000087,rep,PA,1807-10-26,1809-03-03,,Federalist,3,,,,,,,,,,,,
1000,J000087,rep,PA,1809-05-22,1811-03-03,,Federalist,3,,,,,,,,,,,,