id,legislator_id,twitter,facebook,youtube_id,twitter_id,youtube,instagram,instagram_id
A000055,A000055,Robert_Aderholt,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,76452765,RobertAderholt,,
A000148,A000148,RepAuchincloss,,,1330278736554582016,,,
A000369,A000369,MarkAmodeiNV2,MarkAmodeiNV2,UCjOGx2iqSn1r3BQxaVgYhYw,402719755,markamodeinv2,MarkAmodeiNV2,
A000370,A000370,RepAdams,CongresswomanAdams,UCPI9ao1Cr1nxEUD2r-usRjQ,2916086925,,repadams,
A000371,A000371,RepPeteAguilar,reppeteaguilar,UCxwbFLOlKDsXrwizV5jah7g,3018670151,,,
A000372,A000372,RepRickAllen,CongressmanRickAllen,UCZPoYXHFDAV17BGLMzGAmpg,2964287128,,Rep_RickAllen,1666787116
A000375,A000375,RepArrington,JodeyArrington,,816284664658874368,,repjodeyarrington,
A000376,A000376,RepColinAllred,,,1078355119920562176,,,
A000377,A000377,RepArmstrongND,,,1080515866255593472,,,
A000378,A000378,RepCindyAxne,,,1080865917377097728,,,
B000490,B000490,SanfordBishop,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,249410485,RepSanfordBishop,,
B000574,B000574,BlumenauerMedia,,UCuziVoKuGn7feNA5VrpxsBQ,137823987,RepBlumenauer,,
B000575,B000575,RoyBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,21269970,SenatorBlunt,royblunt,21185436
B000668,B000668,RepBentz,,,1345788865911656454,,,
B000740,B000740,RepBice,,,1344260196227555334,,,
B000755,B000755,RepKevinBrady,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,19926675,KBrady8,repkevinbrady,337613850
B000825,B000825,RepBoebert,,,1342989756611907584,,,
B000944,B000944,SenSherrodBrown,SenatorSherrodBrown,UCgy8jfERh-t_ixkKKoCmglQ,43910797,SherrodBrownOhio,,
B001135,B001135,SenatorBurr,SenatorRichardBurr,UCOLLZpp-1womBSFDV2uLfag,21157904,SenatorRichardBurr,senatorburr,
B001223,B001223,RepBowman,,,1344389506963808264,,,
B001224,B001224,RepCori,,,1002630999052865536,,,
B001230,B001230,SenatorBaldwin,senatortammybaldwin,UC_XjYCRbbI2_TDDjJidwk0Q,1074518754,witammybaldwin,senatorbaldwin,
B001236,B001236,JohnBoozman,JohnBoozman,UC9vWHKL5OfIYh6kIV0rF2yw,5558312,BoozmanPressOffice,johnboozman,
B001243,B001243,MarshaBlackburn,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,278145569,RepMarshaBlackburn,marshablackburn,
B001248,B001248,MichaelCBurgess,michaelcburgess,UCvvO8lo-Nkc31cEEElqQvQw,15751083,michaelcburgessmd,repmichaelburgess,
B001251,B001251,GKButterfield,congressmangkbutterfield,UCbodCVgLfcbaep49L1M-mqA,432676344,GKBNC01,,
B001257,B001257,RepGusBilirakis,GusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw,26051676,RepGusBilirakis,gusbilirakis,
B001260,B001260,VernBuchanan,CongressmanBuchanan,UCY4DEy41NxOTdcF8_XAVZvw,20467163,vernbuchanan,repvern,344865327
B001261,B001261,SenJohnBarrasso,johnbarrasso,UC80PfiCAB2Fe1MFayWlR6GQ,202206694,barrassowyo,,
B001267,B001267,SenatorBennet,senbennetco,UCXB3cljpMwTyCUyLr2ZVLow,224285242,SenatorBennet,SenBennetCO,
B001270,B001270,RepKarenBass,RepKarenBass,UCQZg7oxkV3Yag2emYPLhT2g,239949176,RepKarenBass,,
B001274,B001274,RepMoBrooks,RepMoBrooks,UCgsPSY0MpuQJq8vEqYUSt-g,237299871,RepMoBrooks,,
B001275,B001275,RepLarryBucshon,RepLarryBucshon,UC0bIliQs0LKZabNwvZ3gnhQ,234812598,RepLarryBucshon,,
B001277,B001277,SenBlumenthal,SenBlumenthal,UCHH-fn3_LVt0Q4od56rOi5g,278124059,SenatorBlumenthal,,
B001278,B001278,RepBonamici,congresswomanbonamici,UC0IkAeEiwgzSRTD1TDSvuBw,558769636,RepSuzanneBonamici,RepBonamici,
B001281,B001281,RepBeatty,RepJoyceBeatty,UCtVl3kb7Xvt3pY7l6x-M6LA,1531521632,,repbeatty,554027718
B001282,B001282,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,1089334250,RepAndyBarr,,
B001285,B001285,RepBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,1243902714,RepJuliaBrownley,,
B001286,B001286,RepCheri,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA,1092979962,RepCheri,,
B001287,B001287,RepBera,RepAmiBera,UClJCTCo53Zk6b4kUL-bbdzg,950783972,repamibera,,
B001288,B001288,SenBooker,,UC6FlymqNS1VettnVZa7goPA,2167097881,SenCoryBooker,,
B001291,B001291,RepBrianBabin,RepBrianBabin,UCPVEZgw-VbDRbLV1MRGVQNQ,2929491549,,,
B001292,B001292,RepDonBeyer,RepDonBeyer,UCPJGVbOVcAVGiBwq8qr_T9w,2962868158,,repdonbeyer,
B001295,B001295,RepBost,RepBost,UCYA1psY06vSf3QadHuCrmjQ,2964877294,,,
B001296,B001296,CongBoyle,CongressmanBoyle,UCMP_Anj7lz4eZuSh8GwFqQQ,4304448314,,,
B001297,B001297,RepKenBuck,repkenbuck,UCHK7Wcwij7NoxXGTeSHUWzg,2862577383,,repkenbuck,
B001298,B001298,RepDonBacon,RepDonBacon,UCR9abI1lZzAZ6HwQXc-dLFQ,818975124460335106,,RepDonBacon,
B001299,B001299,RepJimBanks,RepJimBanks,UC_FR6TySW9uxvhjozkis6Xg,816131319033950208,,repjimbanks,
B001300,B001300,RepBarragan,CongresswomanBarragan,,816833925456789505,,repbarragan,
B001301,B001301,RepJackBergman,RepJackBergman,,815241612154417152,RepJackBergman,RepJackBergman,
B001302,B001302,RepAndyBiggsAZ,RepAndyBiggs,UCqSq9kWOxk9yNTeILBCVC1w,816652616625168388,,repandybiggs,
B001303,B001303,RepLBR,Rep.BluntRochester,,817050219007328258,,,
B001304,B001304,RepAnthonyBrown,RepAnthonyBrown,,823552974253342721,RepAnthonyBrown,RepAnthonyBrown,
B001305,B001305,RepTedBudd,RepTedBudd,,817138492614524928,,,
B001306,B001306,RepBalderson,,,1037341536592310272,,,
B001307,B001307,RepJimBaird,,,1086316494450032640,,,
B001309,B001309,RepTimBurchett,,,1028854804087492613,,,
B001310,B001310,SenatorBraun,,,1080870981877534720,,,
B001311,B001311,RepDanBishop,repdanbishop,,1176522535531360257,,,
B001312,B001312,RepBourdeaux,,,1343620645452595200,,,
B001313,B001313,RepShontelBrown,,,1456381091598700556,,,
C000059,C000059,KenCalvert,70063393423,UC5MEj7YOX_QdKoqD_HRxP3A,22545491,RepKenCalvert,repkencalvert,
C000127,C000127,SenatorCantwell,senatorcantwell,UCN52UDqKgvHRk39ncySrIMw,117501995,SenatorCantwell,,
C000141,C000141,SenatorCardin,senatorbencardin,UCiQaJnMzlfzzG3VESgyZChA,109071031,senatorcardin,senatorcardin,
C000174,C000174,SenatorCarper,tomcarper,UCgLnvbKwu4B3navofj6Qvvw,249787913,senatorcarper,,
C000266,C000266,RepSteveChabot,RepSteveChabot,UCJpzm2DZDE1B6ruQLQc7q4g,237750442,congressmanchabot,repstevechabot,481906395
C000537,C000537,WhipClyburn,jameseclyburn,UCIyU_UA_JEa14gvAwhquKqg,188019606,repjamesclyburn,,
C000754,C000754,RepJimCooper,JimCooper,UCjplyIIQbNZcl013AyDfPNg,22523087,RepJimCooper,repjimcooper,1037212884
C000880,C000880,MikeCrapo,mikecrapo,UCMHzKHg1BE7dEcFjnayw1lA,600463589,senatorcrapo,mikecrapo,329357214
C001035,C001035,SenatorCollins,susancollins,UC6GYaBx5kT2r4PN8KENxC-w,19726613,SenatorSusanCollins,sensusancollins,
C001039,C001039,RepKatCammack,,,1344325638983987201,,,
C001047,C001047,SenCapito,senshelley,UCbiXdR4XQ3vD9Xp5lfR9QXw,193794406,,sencapito,1640447624
C001051,C001051,JudgeCarter,judgecarter,UC9pkaOrhPfouzkJ8oAdI-1w,18030431,repjohncarter,judgecarter,456560563
C001053,C001053,TomColeOK04,TomColeOK04,UCvqzPm_YnNkfEHpm3SEMJMQ,23124635,reptomcole,TomColeOK04,
C001054,C001054,RepJerryCarl,,,1341091420439015424,,,
C001055,C001055,RepEdCase,,,1081350574589833221,,,
C001056,C001056,JohnCornyn,sen.johncornyn,UCyQwLQavlOaJ64YuY_VMtiQ,13218102,senjohncornyn,,
C001059,C001059,RepJimCosta,RepJimCosta,UCVgXX23eJEai6GiBOKO6dvA,245451804,RepJimCostaCA20,,
C001061,C001061,RepCleaver,emanuelcleaverii,UCVC-7CLFjXczoihr5FxDLsw,163570705,repcleaver,,
C001063,C001063,RepCuellar,152569121550,UCVgEOdJx3tyILO9EjZ-heEQ,210926192,henrycuellar,,
C001066,C001066,USRepKCastor,USRepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,1880674038,RepKathyCastor,,
C001067,C001067,RepYvetteClarke,repyvettedclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,240812994,repyvetteclarke,repyvettedclarke,
C001068,C001068,RepCohen,CongressmanSteveCohen,UC_NJlnsOBjOameUwZk0rvsA,162069635,repcohen,,
C001069,C001069,RepJoeCourtney,joecourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,85396297,repcourtney,repjoecourtney,
C001070,C001070,SenBobCasey,SenatorBobCasey,UCtVssXhx-KuZa-hSvnsnJ0A,171598736,SenatorBobCasey,senbobcasey,
C001072,C001072,RepAndreCarson,CongressmanAndreCarson,UCprUnnEgM2VUGmAKSaZXCSw,199325935,repandrecarson,repandrecarson,
C001075,C001075,SenBillCassidy,,UCCEyGhUzxgkxFzWCY-rxz8g,1017500185356853248,SenatorBillCassidy,,
C001078,C001078,GerryConnolly,CongressmanGerryConnolly,UC4WG9PlmoOeSLIuyVjs-RSA,78445977,repconnolly,,
C001080,C001080,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,193732179,RepJudyChu,,
C001084,C001084,RepCicilline,CongressmanDavidCicilline,UC3sCl46o8hYP69LnidNltuw,462143773,RepDavidCicilline,,
C001087,C001087,RepRickCrawford,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,233693291,RepRickCrawford,reprickcrawford,389864684
C001088,C001088,ChrisCoons,senatorchriscoons,UC2lOVbsddn1HIkcDnmCw6tA,15324851,senatorchriscoons,senatorchriscoons,25194715
C001090,C001090,RepCartwright,CongressmanMattCartwright,UCnAOvexSGLBnYidaFzguhTQ,776664410,,repmattcartwright,
C001091,C001091,JoaquinCastrotx,326420614138023,UCsRxWnFdRiV2od1O5v5nEeQ,231510077,JoaquinCastroTX,joaquincastrotx,378492005
C001095,C001095,SenTomCotton,SenatorTomCotton,UCXEk6mokWBajIpNatbjnwSg,968650362,RepTomCotton,,
C001096,C001096,SenKevinCramer,CongressmanKevinCramer,UCqUPdO9XaAW-dvwwXKbIVdA,1048784496,kevincramer,repkevincramer,
C001097,C001097,RepCardenas,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA,1222257180,repcardenas,repcardenas,1483357690
C001098,C001098,SenTedCruz,SenatorTedCruz,UCOTZ-6H1rri1lSsj6IzhUyw,1074480192,sentedcruz,,
C001101,C001101,RepKClark,CongresswomanClark,UCgaI52w7QKI8LtkSeCCmSuw,2293131060,,repkclark,
C001103,C001103,RepBuddyCarter,congressmanbuddycarter,UCHQm49T6ikD_ioMAt50AwKQ,2973870195,,,
C001104,C001104,RepCawthorn,,,1344007696555663360,,,
C001108,C001108,RepJamesComer,congressmancomer,,1274852794206388225,,congressmancomer,
C001109,C001109,RepLizCheney,replizcheney,UCvL57Zp99QdDllF-KGziUAA,816719802328715264,,,
C001110,C001110,RepLouCorrea,RepLouCorrea,UCIKJJp4QJIDjnjodc23qKkw,815985039485837312,,reploucorrea,
C001112,C001112,RepCarbajal,repsaludcarbajal,,816157667882373120,repcarbajal,repcarbajal,
C001113,C001113,SenCortezMasto,SenatorCortezMasto,UCip_83SiKUqwnUT57VOXrCg,811313565760163844,,,
C001114,C001114,RepJohnCurtis,RepJohnCurtis,UChAQ4MD-HigmGnImSoAKBVA,931614483050414080,,repjohncurtis,
C001115,C001115,RepCloudTX,,,1039879658400112640,,,
C001116,C001116,Rep_Clyde,,,1357017361568694274,,,
C001117,C001117,RepCasten,,,1083472286089396224,,,
C001118,C001118,RepBenCline,,,1072158357237174272,,,
C001119,C001119,RepAngieCraig,,,1080222360643485698,,,
C001120,C001120,RepDanCrenshaw,,,1080894931311431682,,,
C001121,C001121,RepJasonCrow,,,1080191866509901826,,,
C001125,C001125,RepTroyCarter,,,1352760304271241218,,,
C001126,C001126,RepMikeCarey,,,1457745193197780993,,,
D000032,D000032,RepDonaldsPress,,,1343968646050283522,,,
D000096,D000096,RepDannyDavis,CongressmanDKDavis,UCdhrT09_XMr31tuI8OcKsjQ,789244177,dannykdavis07,,
D000191,D000191,RepPeterDeFazio,RepPeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,252249233,PeterDeFazio,,
D000197,D000197,RepDianaDeGette,DianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,28599820,RepDianaDeGette,,
D000216,D000216,RosaDeLauro,CongresswomanRosaDeLauro,UC9ROfGBm7kSLCEDYwFF6McQ,140519774,rosadelauro,,
D000399,D000399,RepLloydDoggett,lloyddoggett,UCN-kiLKyHPcfRVZ28sAHS_g,153944899,doggett,replloyddoggett,
D000482,D000482,USRepMikeDoyle,usrepmikedoyle,UCni9vINmgerEeVXhKCC9qbA,39249305,CongressmanDoyle,,
D000563,D000563,SenatorDurbin,SenatorDurbin,UCkbixlNCxcKAffEhe3X5-lw,247334603,SenatorDurbin,,
D000600,D000600,MarioDB,mdiazbalart,UCpEEd0Plxx5D78pI4a4mFTQ,37094727,MarioDiazBalart,repmariodb,316477657
D000615,D000615,RepJeffDuncan,RepJeffDuncan,UC1tuXL6ymImdpKYGEAH83QA,240393970,congjeffduncan,repjeffduncan,382897929
D000616,D000616,DesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,235312723,ScottDesJarlaisTN04,desjarlaistn04,260930821
D000617,D000617,RepDelBene,RepDelBene,UCd00b7TpKDZIr-Ujhaktvjg,995193054,,repdelbene,
D000618,D000618,SteveDaines,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,11651202,SteveDainesMT,stevedaines,371125857
D000619,D000619,RodneyDavis,RepRodneyDavis,UCiGPTfpwRxqQp0Bam5S8zwA,993153006,RepRodneyDavis,reprodneydavis,
D000622,D000622,SenDuckworth,SenDuckworth,UCYRWRvUxtjaHnFMCbdd94tg,1058520120,repduckworth,SenDuckworth,1387939090
D000623,D000623,RepDeSaulnier,RepMarkDeSaulnier,,2968007206,,repdesaulnier,
D000624,D000624,RepDebDingell,RepDebbieDingell,UCnoP3KLT-HOvzDfC1-I-9lQ,2970279814,,repdingell,
D000626,D000626,WarrenDavidson,CongressmanWarrenDavidson,UCMzuyZWzk44YRNesFzPTeUw,742735530287304704,,instawarrendavidson,
D000627,D000627,RepValDemings,RepresentativeValDemings,UCkcshqwFNJG6XeduOforhig,798973032362606600,,repvaldemings,
D000628,D000628,DrNealDunnFL2,drnealdunnfl2,UCRTGfrYP-RuDzJ2KGok7TRA,815952318487298048,,,
D000629,D000629,RepDavids,,,1080516116395499522,,,
D000631,D000631,RepDean,,,567508925,,,
E000071,E000071,RepEllzey,,,1366523868253458437,,,
E000215,E000215,RepAnnaEshoo,RepAnnaEshoo,UCjRvhco2d59GBgA78IIIaYQ,249348006,RepAnnaEshoo,RepAnnaEshoo,
E000294,E000294,RepTomEmmer,reptomemmer,,2914515430,RepTomEmmer,reptomemmer,1565640999
E000295,E000295,SenJoniErnst,senjoniernst,UCLwrmtF_84FIcK3TyMs4MIw,2856787757,,senjoniernst,1582702853
E000296,E000296,RepDwightEvans,RepDwightEvans,,90639372,,repdwightevans,
E000297,E000297,RepEspaillat,RepEspaillat,UCi0niBYFhEY70Dz8InbX5OQ,817076257770835968,,repadrianoespaillat,
E000298,E000298,RepRonEstes,RepRonEstes,UC2clc28qcehIqotHQcthnWA,854715071116849157,,RepRonEstes,
E000299,E000299,RepEscobar,,,1075517806551154689,,,
F000062,F000062,SenFeinstein,senatorfeinstein,UCtVC--6LR0ff2aOP8THpuEw,476256944,SenatorFeinstein,,
F000246,F000246,RepPatFallon,,,1343258042704527362,,,
F000446,F000446,RepFeenstra,,,1345135363761852416,,,
F000450,F000450,VirginiaFoxx,RepVirginiaFoxx,UCggineJcxJn80TRXxdQbx6w,16256269,repvirginiafoxx,repvirginiafoxx,
F000454,F000454,RepBillFoster,CongressmanBillFoster,UCicixINQr_-3cFHI2bJzFpQ,1080509366,RepBillFoster,,
F000459,F000459,RepChuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,235190657,repchuck,,
F000462,F000462,RepLoisFrankel,RepLoisFrankel,UCEk5viAhxaW_2OK20-yBwzQ,1077121945,reploisfrankel,reploisfrankel,
F000463,F000463,SenatorFischer,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,1071402577,senatordebfischer,senatorfischer,
F000465,F000465,RepDrewFerguson,RepDrewFerguson,UCuK7_j2sREWi_7wBAN477bg,806583915012046854,,repdrewferguson,
F000466,F000466,RepBrianFitz,repbrianfitzpatrick,UCYMNcgHss4_Q5JY2vSvMpgw,816303263586914304,,repbrianfitz,
F000468,F000468,RepFletcher,,,1075904377221722113,,,
F000469,F000469,RepRussFulcher,,,1078741899572240384,,,
F000470,F000470,RepFischbach,,,1344375287484723205,,,
F000471,F000471,RepFitzgerald,,,1004891731,,,
F000472,F000472,RepFranklin,,,1343664721384398849,,,
G000061,G000061,RepMikeGarcia,RepMikeGarcia,,1262531473057423361,,,
G000359,G000359,GrahamBlog,USSenatorLindseyGraham,UClLGZMA5Ei2Z8fR1PLEx6yQ,14845376,USSenLindseyGraham,,
G000377,G000377,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,161743731,RepKayGranger,repkaygranger,
G000386,G000386,ChuckGrassley,grassley,UCiCPRkcLMInpDeOqGkMTt4w,10615232,senchuckgrassley,senatorchuckgrassley,
G000546,G000546,RepSamGraves,118514606128,UCdg2ybvoHsSW6t7iJnKHlNg,29766367,,repsamgraves,
G000551,G000551,RepRaulGrijalva,Rep.Grijalva,UC8JZLnXS21bhNbcvpoM8O7g,28602948,raulgrijalvaaz07,,
G000552,G000552,RepLouieGohmert,50375006903,UC0HMa6X3iMhMq96kkRLLTog,22055226,GohmertTX01,,
G000553,G000553,RepAlGreen,repalgreen,UCFtgMZm1YUXaZ8OtOj-GDjA,156333623,RepAlGreen,repalgreen,
G000555,G000555,GillibrandNY,SenKirstenGillibrand,UCVEloQogVsmnkd5vxJInmYg,899978622416695297,KirstenEGillibrand,,
