id,legislator_id,twitter,facebook,youtube_id,twitter_id,youtube,instagram,instagram_id
N000179,N000179,GraceNapolitano,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,161411080,RepGraceNapolitano,repgracenapolitano,
N000188,N000188,DonaldNorcross,DonaldNorcrossNJ,UC7kXK_PyDiOT8YrdP0jYZHw,3122099613,,donald_norcross,
N000189,N000189,RepNewhouse,RepNewhouse,UCllbsv_aoIaPS6W3aSonZlw,2930635215,,,
N000190,N000190,RepRalphNorman,RepRalphNorman,,880480631108644864,,,
N000191,N000191,RepJoeNeguse,,,1078749802765139968,,,
N000192,N000192,RepMarieNewman,,,1343578440977494018,,,
O000019,O000019,JayObernolte,,,272482466,,,
O000086,O000086,RepBurgessOwens,,,1344481217685692416,,,
O000171,O000171,RepOHalleran,repohalleran,,808416682972770304,,repohalleran,
O000172,O000172,RepAOC,,,1079104563280527364,,,
O000173,O000173,Ilhan,,,1082334352711790593,,,
O000174,O000174,SenOssoff,,,1356714265894408196,,,
P000034,P000034,FrankPallone,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,31801993,repfrankpallone,repfrankpallone,
P000048,P000048,RepPfluger,,,1341120751399809026,,,
P000096,P000096,BillPascrell,pascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,74508260,RepPascrell,,
P000145,P000145,SenAlexPadilla,,,1351236267707654145,,,
P000197,P000197,SpeakerPelosi,NancyPelosi,UCxPeEcH0xaCK9nBK98EFhDg,15764644,nancypelosi,,
P000449,P000449,SenRobPortman,senrobportman,UCwunkd8Zs-yAWKQwnwBp7ew,18915145,SenRobPortman,senrobportman,370356159
P000523,P000523,RepDavidEPrice,RepDavidEPrice,UCtX7bSXBLF9ge-Q955n5Vqw,155669457,RepDavidPrice,repdavideprice,
P000593,P000593,RepPerlmutter,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,20552026,RepPerlmutter,,
P000595,P000595,SenGaryPeters,SenGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,236511574,RepGaryPeters,sengarypeters,1640246681
P000597,P000597,ChelliePingree,ChelliePingree,UCLKaWFM7I84WcreDRhhhkVg,14984637,congresswomanpingree,,
P000599,P000599,CongBillPosey,bill.posey15,UCoUwUkDpe1ZYd6tiaZfiMuA,25086658,CongressmanPosey,,
P000601,P000601,CongPalazzo,stevenpalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,299883942,CongressmanPalazzo,congressmanpalazzo,
P000603,P000603,SenRandPaul,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,1298624375692894210,SenatorRandPaul,senatorrandpaul,541357095
P000604,P000604,RepDonaldPayne,DonaldPayneJr,UCTG_SeYsOgbngjv1Donyu0w,1155335864,,repdonaldpaynejr,
P000605,P000605,RepScottPerry,repscottperry,UCzgrU5PT_HHRgf5hXPen4dQ,18773159,RepScottPerry,repscottperry,519463466
P000607,P000607,RepMarkPocan,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,1206227149,repmarkpocan,repmarkpocan,1422301608
P000608,P000608,RepScottPeters,RepScottPeters,UCQK77QJxW7Xr-S3zqeMd-0g,1135486501,,repscottpeters,
P000609,P000609,USRepGaryPalmer,CongressmanGaryPalmer,UCYZfP-cNIvlJY3AcAc9OPpQ,2861616083,,repgarypalmer,1551536636
P000610,P000610,StaceyPlaskett,repstaceyplaskett,UC3V7biFZHDFHDFZy6cCSZUA,2724095695,,stacey_plaskett,
P000613,P000613,RepJimmyPanetta,RepJimmyPanetta,UCmw-aERG51C96edMDPN7fXQ,796736612554117120,,repjimmypanetta,
P000614,P000614,RepChrisPappas,,,1067748650485497862,,,
P000615,P000615,RepGregPence,,,1082369392229400576,,,
P000616,P000616,RepDeanPhillips,,,1061310112013434882,,,
P000617,P000617,RepPressley,,,1080584229510172678,,,
P000618,P000618,RepKatiePorter,,,1081222837459996672,,,
Q000023,Q000023,RepMikeQuigley,repmikequigley,UCDP13XegdoZ4bxYHxM34yAA,56864092,RepMikeQuigley,repmikequigley,1403659583
R000103,R000103,RepRosendale,,,1344751420139040783,,,
R000122,R000122,SenJackReed,SenJackReed,UCT_aFVtsjxPwWKfO-PW_hPw,486694111,SenatorReed,,
R000305,R000305,RepDeborahRoss,,,1348683154815655940,,,
R000395,R000395,RepHalRogers,CongressmanHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,550401754,RepHalRogers,rephalrogers,
R000486,R000486,RepRoybalAllard,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,479872233,RepRoybalAllard,RepRoybalAllard,
R000515,R000515,RepBobbyRush,congressmanbobbyrush,UCbWqxBnS_w_uFTdQAL0YH5g,305216911,CongressmanRush,,
R000575,R000575,RepMikeRogersAL,CongressmanMikeDRogers,UCH-WUWuY0_dlKwJDSqKTJsg,33977070,MikeRogersAL03,repmikerogersal,259435765
R000576,R000576,Call_Me_Dutch,DutchRupp,UCk2S9iSHNpo1E1A7qZ0SPIw,305620929,ruppersberger,dutchruppersberger,
R000577,R000577,RepTimRyan,timryan,UCjAFlYCheFKjGg_Pxc2VOFA,13491312,timryanvision,,
R000584,R000584,SenatorRisch,senatorjimrisch,UCncKW8xyT5UbPNO27YuQnBA,1096059529,SenatorJamesRisch,,
R000595,R000595,SenRubioPress,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,229966028,SenatorMarcoRubio,,
R000597,R000597,RepTomRice,reptomrice,UCEmPVQphMGoXAfWJli68BEw,1058345042,RepTomRice,reptomrice,
R000599,R000599,RepRaulRuizMD,CongressmanRaulRuizMD,UCSDk-cyNPCo1iy6rweSPmBw,1089859058,repraulruiz,,
R000600,R000600,RepAmata,aumuaamata,UCGdrLQbt1PYDTPsampx4t1A,3026622545,,,
R000602,R000602,RepKathleenRice,RepKathleenRice,UCLYLmjrGtzzCFXMWPBxHAug,2970462034,,,
R000603,R000603,RepDavidRouzer,RepRouzer,UCBvOxpqoGi1HlHjX9v_gHZw,834069080,,repdavidrouzer,
R000605,R000605,SenatorRounds,SenatorMikeRounds,UC-pvzimyBdpdkcIfsicrfrQ,2955485182,,,
R000606,R000606,RepRaskin,repraskin,UChxDE6vho5BfBTOqiBsDmKg,806906355214852096,,repraskin,
R000608,R000608,SenJackyRosen,RepJackyRosen,,818554054309715969,,repjackyrosen,
R000609,R000609,RepRutherfordFL,RepRutherfordFL,,828977216595849216,,,
R000610,R000610,GReschenthaler,,,4205133682,,,
R000612,R000612,RepJohnRose,,,1081312310059253763,,,
R000614,R000614,RepChipRoy,,,1082790600292925440,,,
R000615,R000615,SenatorRomney,,,1078693601356509184,,,
S000033,S000033,SenSanders,senatorsanders,UCD_DaKNac0Ta-2PeHuoQ1uA,29442313,senatorsanders,,
S000148,S000148,SenSchumer,senschumer,UC-ABttxh8uQv_10qmwGaidw,17494010,SenatorSchumer,,
S000168,S000168,RepMariaSalazar,,,1325928411689349120,,,
S000185,S000185,BobbyScott,RepBobbyScott,UCdNNcpw8arCsUp55JwK_QAA,161791703,repbobbyscott,repbobbyscott,1173348983
S000250,S000250,PeteSessions,,,24735461,,,
S000320,S000320,SenShelby,RichardShelby,UCyMzDCRZrmhr_OGDjVuAeJw,21111098,SenatorRichardShelby,,
S000344,S000344,BradSherman,63158229861,UCPisrz6-SLwVy2l9Mcy8kug,30216513,shermanca27,,
S000510,S000510,RepAdamSmith,RepAdamSmith,UCcrHso483LOfC6WwDnzAh-g,58928690,CongressmanAdamSmith,,
S000522,S000522,,RepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,,USRepChrisSmith,,
S000770,S000770,SenStabenow,SenatorStabenow,UCFoDKCvxSwCUfDv-4Eg4K5A,76456274,senatorstabenow,,
S000929,S000929,RepSpartz,,,1344845201479663621,,,
S001135,S001135,RepSteel,,,1343740146630451200,,,
S001145,S001145,JanSchakowsky,janschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,24195214,repschakowsky,,
S001148,S001148,CongMikeSimpson,96007744606,UCNXe0rJJeULTAP_7oyQNw8g,76132891,CongMikeSimpson,,
S001150,S001150,RepAdamSchiff,RepAdamSchiff,UCadiUi-KZoFk1K5ZDsluLcA,29501253,adamschiff,RepAdamSchiff,
S001156,S001156,RepLindaSanchez,CongresswomanLindaSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,312134473,LindaTSanchez,,
S001157,S001157,RepDavidScott,113303673339,UCgf28zRkLSqAUiPuJhGdF0w,168673083,RepDavidScott,RepDavidScott,
S001159,S001159,RepStricklandWA,,,1343646545955213312,,,
S001165,S001165,RepSires,81058818750,UCfdEcWPNGoIxpYoTANF4PBA,18696134,RepSiresNJ13,,
S001168,S001168,RepSarbanes,RepSarbanes,UCCypi0IDTr-XxlAXsJCdBZQ,364415553,RepJohnSarbanes,,
S001172,S001172,RepAdrianSmith,,UCIgn2z-hwxx_aeggnyhv54Q,296245061,RepAdrianSmith,RepAdrianSmith,
S001175,S001175,RepSpeier,JackieSpeier,UCevmyTb0HSO8irVaR2gYyoA,24913074,jackiespeierca12,jackiespeier,
S001176,S001176,SteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,1209417007,RepSteveScalise,stevescalise,1210937919
S001177,S001177,Kilili_Sablan,153423912663,UC-fbzxBSiC98eAE2goaANVQ,926446070812602371,CongressmanSablan,kilili_sablan,
S001180,S001180,RepSchrader,repschrader,UCrWRXVaGJtcImc_kknuDsAw,20545793,repkurtschrader,,
S001181,S001181,SenatorShaheen,SenatorShaheen,UCjLZAZMbDrybHyttdEC9LFA,109287731,senatorshaheen,senatorshaheen,
S001183,S001183,RepDavid,repdavidschweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,229197216,RepDavidSchweikert,repdavid,181147397
S001184,S001184,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,217543151,SenatorTimScott,SenatorTimScott,
S001185,S001185,RepTerriSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,381152398,RepSewell,,
S001189,S001189,AustinScottGA08,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,234797704,RepAustinScott,,
S001190,S001190,RepSchneider,CongressmanBradSchneider,,1071840474,RepBradSchneider,repschneider,
S001191,S001191,SenatorSinema,CongresswomanSinema,UC4NzhW7D4lQdukSGWmFnK9w,1080844782,repsinema,repsinema,
S001192,S001192,RepChrisStewart,RepChrisStewart,UCKYqzTvmQVWys-WhrCkbyPw,1072008757,repchrisstewart,repChrisStewart,
S001193,S001193,RepSwalwell,CongressmanEricSwalwell,UCKvwsFNGD4sDkE_9g-2ft0w,942156122,ericswalwell,repswalwell,338799200
S001194,S001194,SenBrianSchatz,SenBrianSchatz,UC8-mSYp2WqBiB_5iwtwKfow,1262099252,senbrianschatz,,
S001195,S001195,RepJasonSmith,repjasonsmith,UCzj9-27Lr4gcqopmZAobXXg,1623308912,RepJasonSmith,,
S001196,S001196,RepStefanik,RepEliseStefanik,UCHvf42C8Vw6QnjwO2L2ukKA,2962813893,,,
S001197,S001197,SenSasse,SenatorSasse,UCYaNGwcM2Dl5yDcDqS6xV2g,2962923040,,senatorsasse,1636974433
S001198,S001198,SenDanSullivan,SenDanSullivan,UC7tXCm8gKlAhTFo2kuf5ylw,2891210047,,sen_dansullivan,1660873387
S001199,S001199,RepSmucker,RepSmucker,UCs5iMvWy-oTHyf5HuwB7FCg,41417564,,,
S001200,S001200,RepDarrenSoto,CongressmanDarrenSoto,,818713465653051392,repdarrensoto,RepDarrenSoto,
S001201,S001201,RepTomSuozzi,RepTomSuozzi,UCHjLmETJ7qXtciV7dlAzzgQ,816705409486618624,,,
S001203,S001203,SenTinaSmith,USSenTinaSmith,,941000686275387392,,,
S001204,S001204,GuamCongressman,CongressmanMichaelF.Q.SanNicolas,UCVroMJWH3jsh4shPSlp24sw,346509049,,michael.fq.san.nicolas,
S001205,S001205,RepMGS,,,1067541214671577093,,,
S001207,S001207,RepSherrill,,,1080569698536878081,,,
S001208,S001208,RepSlotkin,,,1078401427347857408,,,
S001209,S001209,RepSpanberger,,,1078771401497161728,,,
S001211,S001211,RepGregStanton,,,1080885078425784320,,,
S001212,S001212,RepPeteStauber,,,1075830599007510535,,,
S001213,S001213,RepBryanSteil,,,1075205691621720064,,,
S001214,S001214,RepGregSteube,,,1083125649609506816,,,
S001215,S001215,RepHaleyStevens,,,1076161611033968640,,,
S001216,S001216,RepKimSchrier,,,1080462532815532032,,,
S001217,S001217,SenRickScott,RickScottSenOffice,UC-Y9pFmW4PYGZHkC8lcqSkQ,131546062,,,
S001218,S001218,Rep_Stansbury,,,1404519992582942724,,,
T000165,T000165,RepTiffany,,,1267841066335682562,,,
T000193,T000193,BennieGThompson,CongressmanBennieGThompson,UCzt2pBxh0dI24kYrWretXRw,82453460,RepBennieThompson,benniegthompson,347410575
T000250,T000250,SenJohnThune,,UCRu6lpRfxhkDGUrKDgQNZYQ,296361085,johnthune,senjohnthune,
T000278,T000278,SenTuberville,,,1345739193721487362,,,
T000460,T000460,RepThompson,RepMikeThompson,UC6pGbtqHZYZmScFGSz5bbdg,303861808,CongressmanMThompson,,
T000461,T000461,SenToomey,senatortoomey,UCDUM4FFU1p-_YuHqmBglyXw,221162525,sentoomey,,
T000463,T000463,RepMikeTurner,RepMikeTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,51228911,CongressmanTurner,repmiketurner,
T000464,T000464,SenatorTester,senatortester,UCgXAF-CON1coZFMxQkfj0fg,515822213,senatorjontester,,
T000467,T000467,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,18967498,CongressmanGT,congressman_gt,
T000468,T000468,RepDinaTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,122174004,CongresswomanTitus,dinatitusnv,1110185253
T000469,T000469,RepPaulTonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,84119348,reppaultonko,reppaultonko,
T000472,T000472,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,1037321378,RepMarkTakano,repmarktakano,
T000474,T000474,NormaJTorres,RepNormaTorres,UCvWY4qKP6--o3pIJY7hhKDg,236279233,,repnormatorres,
T000476,T000476,SenThomTillis,SenatorThomTillis,UCUD9VGV4SSGWjGdbn37Ea2w,2964174789,,senthomtillis,
T000478,T000478,RepTenney,,,797201048490430465,,,
T000479,T000479,RepVanTaylor,,,1075040139351597056,,,
T000480,T000480,RepTimmons,,,1079770852302958592,,,
T000481,T000481,RepRashida,,,1079769536730140672,,,
T000482,T000482,RepLoriTrahan,,,1079802482640019456,,,
T000483,T000483,RepDavidTrone,,,1080573351914061825,,,
T000486,T000486,RepRitchie,,,1276403757224546304,,,
U000031,U000031,RepFredUpton,RepFredUpton,UCsN16IzEo4ViZNEMgeCrQ7w,124224165,RepFredUpton,RepFredUpton,
U000040,U000040,RepUnderwood,,,1080539438508400642,,,
V000081,V000081,NydiaVelazquez,8037068318,UCqMKPkKeeHFOOiZ9vxhXGVg,164369297,nydiavelazquez,,
V000128,V000128,ChrisVanHollen,chrisvanhollen,UCkpfJWu1N9Okd6PE_NidtBQ,18137749,RepChrisVanHollen,chrisvanhollen,268595235
V000129,V000129,RepDavidValadao,,,1128514404,,,
V000130,V000130,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,1260172386,RepJuanVargas,repjuanvargas,
V000131,V000131,RepVeasey,CongressmanMarcVeasey,UC2CRp1KF5uljZyhDRPR-72Q,1074129612,marcveasey,repveasey,676925345
V000133,V000133,Congressman_JVD,,,1468677099594698757,,,
V000134,V000134,RepBethVanDuyne,,,1339633259349745670,,,
W000187,W000187,RepMaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,36686040,MaxineWaters,repmaxinewaters,
W000437,W000437,SenatorWicker,SenatorWicker,UCIlKHiTjSkcQP_knBcXHWSg,264219447,SenatorWicker,senatorwicker,367948073
W000779,W000779,RonWyden,,UCsd3UEaoLoqX60P88BdpGGw,250188760,senronwyden,ronwyden,9443881
W000788,W000788,RepNikema,,,1345461797361504259,,,
W000790,W000790,SenatorWarnock,,,1352287997853622273,,,
W000795,W000795,RepJoeWilson,JoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,254082173,RepJoeWilson,repjoewilson,519685522
W000797,W000797,RepDWStweets,RepDWS,UCfHQiJVvMlYbVAxrMSLdO4w,1140648348,RepWassermanSchultz,RepDWSTweets,
W000798,W000798,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,237862972,RepWalberg,repwalberg,
W000800,W000800,PeterWelch,PeterWelch,UC0YfApJx6qNaAQ-ir93U8xA,1410590874,reppeterwelch,reppeterwelch,1559860900
W000802,W000802,SenWhitehouse,SenatorWhitehouse,UCnG0N70SNBkNqvIMLodPTIA,242555999,SenatorWhitehouse,SenWhitehouse,
W000804,W000804,RobWittman,RepRobWittman,UCIqIb-OaTbkIdU426eYIdPg,15356407,RobWittman,reprobwittman,
W000805,W000805,MarkWarner,MarkRWarner,UCwyivNlEGf4sGd1oDLfY5jw,7429102,SenatorMarkWarner,senatorwarner,515327940
W000806,W000806,RepWebster,RepWebster,UCCoX4VdU7U11eGEA0lbRtLw,281540744,repdanwebster,,
W000808,W000808,RepWilson,RepWilson,UCP5QBhng_lHv-vJgE_h7lpA,234014087,repfredericawilson,repwilson,
W000809,W000809,Rep_SteveWomack,RepSteveWomack,UCXJbUDLYX-wGIhRuN66hqZw,234469322,CongressmanWomack,,
W000812,W000812,RepAnnWagner,RepAnnWagner,UCy2v2DXXvQnbRc8Zx77Dnsg,1051446626,,repannwagner,
W000814,W000814,TXRandy14,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,1058051748,TXRandy14,TXRandy14,
W000815,W000815,RepBradWenstrup,RepBradWenstrup,UCaK7SeUvmHdHTMtF3HXb-jA,518644221,repbradwenstrup,repbradwenstrup,305496379
W000816,W000816,RepRWilliams,RepRogerWilliams,UCBtfmMMQarjtLB9U_pWMOhw,1077446982,,,
W000817,W000817,SenWarren,senatorelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,970207298,senelizabethwarren,senwarren,
W000821,W000821,RepWesterman,RepWesterman,UCNshPbmupCwP5a7Hi79jETQ,2852998461,,,
W000822,W000822,RepBonnie,RepBonnie,UCrxEaX0VKZKwg3930du2D5A,2968451607,,repbonnie,
W000823,W000823,RepWaltzPress,,,1082416697380913152,,,
W000825,W000825,RepWexton,,,1017819745880543238,,,
W000826,W000826,RepSusanWild,,,1069636653353000962,,,
Y000062,Y000062,RepJohnYarmuth,214258646163,UCy5KW4yrEfEiyZRX45Eoxkg,384913290,RepJohnYarmuth,,
Y000064,Y000064,SenToddYoung,SenatorToddYoung,UCuknj4PGn91gHDNAfboZEgQ,234128524,RepToddYoung,sentoddyoung,
Z000017,Z000017,RepLeeZeldin,RepLeeZeldin,UCHzZuesCPDka2NhZO8icqzA,2750127259,,,
